industry_id;region_id;industry;region;size;expense;amount;min;max
60303;50;Деятельность фитнес-центров;Московская область;L;Разрешительная документация и обязательные согласования;866667;500000;1200000
60303;50;Деятельность фитнес-центров;Московская область;S;Вывеска и наружное оформление;120000;80000;180000
60303;50;Деятельность фитнес-центров;Московская область;M;Вывеска и наружное оформление;306667;200000;420000
60303;50;Деятельность фитнес-центров;Московская область;L;Вывеска и наружное оформление;900000;500000;1200000
60303;50;Деятельность фитнес-центров;Московская область;S;Рекламная кампания на запуск;350000;250000;500000
60303;50;Деятельность фитнес-центров;Московская область;M;Рекламная кампания на запуск;1116667;850000;1500000
60303;50;Деятельность фитнес-центров;Московская область;L;Рекламная кампания на запуск;3266667;2000000;5000000
60303;50;Деятельность фитнес-центров;Московская область;S;Кассовое оборудование, POS-терминал и учетное ПО;113333;100000;140000
60303;50;Деятельность фитнес-центров;Московская область;M;Кассовое оборудование, POS-терминал и учетное ПО;306667;200000;400000
60303;50;Деятельность фитнес-центров;Московская область;L;Кассовое оборудование, POS-терминал и учетное ПО;916667;500000;1500000
60303;50;Деятельность фитнес-центров;Московская область;S;Резерв;426000;229000;549000
60303;50;Деятельность фитнес-центров;Московская область;M;Резерв;1311333;1000000;1840000
60303;50;Деятельность фитнес-центров;Московская область;L;Резерв;3443333;280000;8050000
131301;23;Оптика и очки;Краснодарский край;S;Аренда помещения под салон оптики + обеспечительный депозит;144467;120000;180000
131301;23;Оптика и очки;Краснодарский край;M;Аренда помещения под салон оптики + обеспечительный депозит;250000;200000;300000
131301;23;Оптика и очки;Краснодарский край;L;Аренда помещения под салон оптики + обеспечительный депозит;483333;350000;600000
131301;23;Оптика и очки;Краснодарский край;S;Ремонт и подготовка помещения под требования салона оптики;83347;80000;90000
131301;23;Оптика и очки;Краснодарский край;M;Ремонт и подготовка помещения под требования салона оптики;150000;150000;150000
131301;23;Оптика и очки;Краснодарский край;L;Ремонт и подготовка помещения под требования салона оптики;300000;300000;300000
131301;23;Оптика и очки;Краснодарский край;S;Вывеска и наружное оформление;30560;25000;40000
131301;23;Оптика и очки;Краснодарский край;M;Вывеска и наружное оформление;55000;40000;75000
131301;23;Оптика и очки;Краснодарский край;L;Вывеска и наружное оформление;110000;80000;150000
131301;23;Оптика и очки;Краснодарский край;S;Торговое и демонстрационное оборудование для салона оптики;95563;46690;120000
131301;23;Оптика и очки;Краснодарский край;M;Торговое и демонстрационное оборудование для салона оптики;162500;87500;200000
131301;23;Оптика и очки;Краснодарский край;L;Торговое и демонстрационное оборудование для салона оптики;325000;175000;400000
131301;23;Оптика и очки;Краснодарский край;S;Профессиональное оборудование для подбора и проверки зрения (офтальмологическое/оптометрическое);81123;70000;100000
131301;23;Оптика и очки;Краснодарский край;M;Профессиональное оборудование для подбора и проверки зрения (офтальмологическое/оптометрическое);169167;120000;250000
131301;23;Оптика и очки;Краснодарский край;L;Профессиональное оборудование для подбора и проверки зрения (офтальмологическое/оптометрическое);341667;250000;500000
131301;23;Оптика и очки;Краснодарский край;S;Оборудование для изготовления и подгонки очков, если предусмотрено форматом;18893;0;30000
131301;23;Оптика и очки;Краснодарский край;M;Оборудование для изготовления и подгонки очков, если предусмотрено форматом;66667;50000;100000
131301;23;Оптика и очки;Краснодарский край;L;Оборудование для изготовления и подгонки очков, если предусмотрено форматом;150000;100000;250000
131301;23;Оптика и очки;Краснодарский край;S;Компьютеры, POS-оборудование и касса;35007;20000;45000
131301;23;Оптика и очки;Краснодарский край;M;Компьютеры, POS-оборудование и касса;60000;35000;75000
131301;23;Оптика и очки;Краснодарский край;L;Компьютеры, POS-оборудование и касса;113333;70000;150000
131301;23;Оптика и очки;Краснодарский край;S;Учетное и кассовое программное обеспечение;14447;13340;15000
131301;23;Оптика и очки;Краснодарский край;M;Учетное и кассовое программное обеспечение;25000;25000;25000
131301;23;Оптика и очки;Краснодарский край;L;Учетное и кассовое программное обеспечение;50000;50000;50000
131301;23;Оптика и очки;Краснодарский край;S;Первичный товарный запас: оправы, солнцезащитные очки, линзы, футляры, сопутствующие товары;133367;100000;200100
131301;23;Оптика и очки;Краснодарский край;M;Первичный товарный запас: оправы, солнцезащитные очки, линзы, футляры, сопутствующие товары;245000;180000;375000
131301;23;Оптика и очки;Краснодарский край;L;Первичный товарный запас: оправы, солнцезащитные очки, линзы, футляры, сопутствующие товары;500000;350000;750000
131301;23;Оптика и очки;Краснодарский край;S;Расходные материалы для первичного запуска;12780;10000;15000
131301;23;Оптика и очки;Краснодарский край;M;Расходные материалы для первичного запуска;21667;15000;25000
131301;23;Оптика и очки;Краснодарский край;L;Расходные материалы для первичного запуска;43333;30000;50000
131301;23;Оптика и очки;Краснодарский край;S;Регистрация бизнеса и сопутствующие госпошлины;6112;3335;10000
131301;23;Оптика и очки;Краснодарский край;M;Регистрация бизнеса и сопутствующие госпошлины;10417;6250;15000
131301;23;Оптика и очки;Краснодарский край;L;Регистрация бизнеса и сопутствующие госпошлины;19167;12500;25000
131301;23;Оптика и очки;Краснодарский край;S;Санитарно-эпидемиологические и иные обязательные документы/согласования, если требуются по формату;11780;10000;13340
131301;23;Оптика и очки;Краснодарский край;M;Санитарно-эпидемиологические и иные обязательные документы/согласования, если требуются по формату;20000;15000;25000
131301;23;Оптика и очки;Краснодарский край;L;Санитарно-эпидемиологические и иные обязательные документы/согласования, если требуются по формату;36667;25000;50000
131301;23;Оптика и очки;Краснодарский край;S;Маркетинг на запуск: реклама и продвижение;37230;25000;46690
131301;23;Оптика и очки;Краснодарский край;M;Маркетинг на запуск: реклама и продвижение;69167;50000;87500
131301;23;Оптика и очки;Краснодарский край;L;Маркетинг на запуск: реклама и продвижение;138333;100000;175000
131301;23;Оптика и очки;Краснодарский край;S;Резерв;17333;0;52000
131301;23;Оптика и очки;Краснодарский край;M;Резерв;41667;5000;95000
131301;23;Оптика и очки;Краснодарский край;L;Резерв;78333;5000;190000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Аренда помещения и обеспечительный депозит;193333;150000;250000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Аренда помещения и обеспечительный депозит;343333;300000;400000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Аренда помещения и обеспечительный депозит;546667;500000;600000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Ремонт, отделка и подготовка помещения под салон;183333;150000;250000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Ремонт, отделка и подготовка помещения под салон;376667;280000;500000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Ремонт, отделка и подготовка помещения под салон;683333;450000;900000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Мебель и оснащение рабочих мест (парикмахерские кресла, зеркала, мойки, тележки, стойка администратора);146667;100000;200000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Мебель и оснащение рабочих мест (парикмахерские кресла, зеркала, мойки, тележки, стойка администратора);300000;200000;400000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Мебель и оснащение рабочих мест (парикмахерские кресла, зеркала, мойки, тележки, стойка администратора);506667;300000;700000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Профессиональное оборудование и инструменты (фены, машинки, плойки, стерилизаторы, УФ/сухожар, климазон и др.);156667;120000;180000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Профессиональное оборудование и инструменты (фены, машинки, плойки, стерилизаторы, УФ/сухожар, климазон и др.);326667;280000;400000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Профессиональное оборудование и инструменты (фены, машинки, плойки, стерилизаторы, УФ/сухожар, климазон и др.);586667;500000;700000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Первичный запас расходных материалов и косметики для старта;53333;30000;80000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Первичный запас расходных материалов и косметики для старта;113333;60000;160000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Первичный запас расходных материалов и косметики для старта;206667;100000;300000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Регистрация бизнеса и открытие расчетного счета;13333;10000;15000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Регистрация бизнеса и открытие расчетного счета;18333;15000;20000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Регистрация бизнеса и открытие расчетного счета;25000;20000;30000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Уведомление/согласования и санитарно-эпидемиологическая подготовка помещения;23333;20000;25000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Уведомление/согласования и санитарно-эпидемиологическая подготовка помещения;41667;30000;50000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Уведомление/согласования и санитарно-эпидемиологическая подготовка помещения;63333;40000;80000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Наружная вывеска и фирменное оформление;36667;30000;50000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Наружная вывеска и фирменное оформление;70000;50000;100000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Наружная вывеска и фирменное оформление;133333;80000;200000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Запусковая реклама и продвижение на старте;70000;40000;100000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Запусковая реклама и продвижение на старте;133333;100000;150000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Запусковая реклама и продвижение на старте;226667;180000;250000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Онлайн-запись, касса, POS-оборудование и учетное ПО;33333;30000;40000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Онлайн-запись, касса, POS-оборудование и учетное ПО;60000;60000;60000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Онлайн-запись, касса, POS-оборудование и учетное ПО;93333;80000;100000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Инженерное оснащение и мелкое хозяйственное оборудование (освещение, сантехника, бытовое оснащение);38333;30000;45000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Инженерное оснащение и мелкое хозяйственное оборудование (освещение, сантехника, бытовое оснащение);76667;50000;100000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Инженерное оснащение и мелкое хозяйственное оборудование (освещение, сантехника, бытовое оснащение);133333;70000;180000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Дезинфекционные средства и санитарные расходники для запуска;11333;10000;12000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Дезинфекционные средства и санитарные расходники для запуска;21333;15000;25000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Дезинфекционные средства и санитарные расходники для запуска;33333;20000;40000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;S;Резерв;65000;45000;100000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;M;Резерв;111667;55000;150000
181801;10;Предоставление услуг парикмахерскими и салонами красоты;Республика Карелия;L;Резерв;240333;68000;453000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;S;Аренда помещения и обеспечительный депозит;160000;150000;180000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;M;Аренда помещения и обеспечительный депозит;306667;300000;320000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;L;Аренда помещения и обеспечительный депозит;513333;500000;540000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;S;Ремонт, отделка и подготовка помещения под салон;120000;100000;140000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;M;Ремонт, отделка и подготовка помещения под салон;283333;200000;350000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;L;Ремонт, отделка и подготовка помещения под салон;490000;300000;650000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;S;Мебель и оснащение рабочих мест (парикмахерские кресла, зеркала, мойки, тележки, стойка администратора);136667;100000;180000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;M;Мебель и оснащение рабочих мест (парикмахерские кресла, зеркала, мойки, тележки, стойка администратора);280000;200000;380000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;L;Мебель и оснащение рабочих мест (парикмахерские кресла, зеркала, мойки, тележки, стойка администратора);440000;300000;600000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;S;Профессиональное оборудование и инструменты (фены, машинки, плойки, стерилизаторы, УФ/сухожар, климазон и др.);130000;90000;150000
181801;5401;Предоставление услуг парикмахерскими и салонами красоты;Новосибирск;M;Профессиональное оборудование и инструменты (фены, машинки, плойки, стерилизаторы, УФ/сухожар, климазон и др.);276667;180000;350000
